category,distance,duration,nearby_places,title,url,p_rating,count,itemId
Adventure,3 Kms,2-3 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/anything-on-decade,1.4,368,9169
Adventure,21 Kms,Half Day,None,Ladakh Rafting Point,/india/ladakh/amount-ten-activity,5.0,191,6420
Religious,46 Kms,Half Day,None,Rishikesh Church,/india/rishikesh/hold-garden-lawyer,4.1,852,7295
Beach,23 Kms,Half Day,None,Puri Resort,/india/puri/probably-design,1.1,424,4166
Nature,28 Kms,Full Day,None,Ooty Hill Station,/india/ooty/they-religious,1.1,582,8827
Religious,7 Kms,1-2 Hours,None,Amritsar Ghat,/india/amritsar/our-treat-down,1.3,665,250
Beach,2 Kms,Half Day,None,Chennai Resort,/india/chennai/north-break-firm,4.4,596,4274
Heritage,46 Kms,1-2 Hours,None,Kolkata Fort,/india/kolkata/organization-dark,4.6,842,1677
Wildlife,41 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/stay-born-hard,1.8,492,4835
Beach,2 Kms,2-3 Hours,None,Chennai Beach,/india/chennai/process-land-thank,3.1,477,3230
Nature,14 Kms,2-3 Hours,None,Munnar Garden,/india/munnar/difficult-other,3.5,823,9020
Wildlife,11 Kms,Full Day,None,Jim Corbett National Park,/india/jim corbett/help-stage,3.5,715,7388
Heritage,5 Kms,Full Day,None,Agra Fort,/india/agra/so-affect-candidate,4.1,775,8223
Nature,20 Kms,1-2 Hours,None,Shillong Hill Station,/india/shillong/sound-throw-notice,1.9,416,2419
Beach,20 Kms,Half Day,None,Chennai Resort,/india/chennai/court-protect-any,2.6,406,9051
Religious,41 Kms,2-3 Hours,None,Madurai Ghat,/india/madurai/item-game-become,3.7,472,212
Nature,37 Kms,Half Day,None,Shillong Lake,/india/shillong/carry-garden-answer,3.9,143,5857
Wildlife,36 Kms,Full Day,None,Jim Corbett National Park,/india/jim corbett/south-week-wide,3.7,844,1015
Religious,4 Kms,Half Day,None,Rishikesh Temple,/india/rishikesh/ball-dream-reach-if,3.7,699,8129
Heritage,42 Kms,2-3 Hours,None,Delhi Fort,/india/delhi/environmental,2.3,507,219
Religious,19 Kms,2-3 Hours,None,Rishikesh Temple,/india/rishikesh/offer-despite,2.2,495,2527
Beach,26 Kms,2-3 Hours,None,Goa Beach,/india/goa/american-continue,1.7,398,3914
Religious,49 Kms,Half Day,None,Varanasi Ghat,/india/varanasi/boy-process-prove,1.2,134,846
Nature,9 Kms,Half Day,None,Leh Hill Station,/india/leh/main-never-she,3.0,918,5811
Beach,24 Kms,2-3 Hours,None,Goa Beach,/india/goa/be-decade-fast,4.1,238,8932
Nature,41 Kms,1-2 Hours,None,Leh Lake,/india/leh/blood-process-fear,3.3,105,923
Religious,42 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/available-recently,1.6,432,3810
Nature,11 Kms,2-3 Hours,None,Munnar Garden,/india/munnar/already-detail-fact,4.5,298,1332
Nature,44 Kms,1-2 Hours,None,Leh Garden,/india/leh/fact-picture,4.4,548,9389
Adventure,12 Kms,Half Day,None,Rishikesh Rafting Point,/india/rishikesh/culture-citizen,3.6,286,3726
Beach,1 Kms,Half Day,None,Chennai Resort,/india/chennai/fund-base-seem,1.4,791,6927
Wildlife,40 Kms,Full Day,None,Ranthambore Sanctuary,/india/ranthambore/change-space,2.6,540,4694
Heritage,10 Kms,Half Day,None,Jaipur Museum,/india/jaipur/approach-practice,1.0,465,5797
Religious,21 Kms,Half Day,None,Madurai Ghat,/india/madurai/always-likely,1.6,450,9538
Religious,23 Kms,1-2 Hours,None,Tirupati Temple,/india/tirupati/class-stage-true,3.7,626,80
Wildlife,17 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/student-sell-phone,1.2,307,2883
Adventure,8 Kms,Full Day,None,Manali Rafting Point,/india/manali/fast-sign-husband,3.0,946,5873
Beach,9 Kms,Half Day,None,Puri Resort,/india/puri/including-claim,4.3,268,4477
Heritage,23 Kms,2-3 Hours,None,Agra Museum,/india/agra/environmental-wall,4.4,108,8866
Heritage,16 Kms,2-3 Hours,None,Hyderabad Museum,/india/hyderabad/think-direction,1.5,704,8709
Wildlife,39 Kms,1-2 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/until-finish-small,4.6,246,365
Wildlife,31 Kms,2-3 Hours,None,Kaziranga Sanctuary,/india/kaziranga/maybe-data-pick,4.9,118,2249
Wildlife,17 Kms,Full Day,None,Kaziranga Sanctuary,/india/kaziranga/from-themselves,4.8,830,6959
Adventure,26 Kms,Half Day,None,Ladakh Trekking Trail,/india/ladakh/operation-ten,4.3,680,6895
Beach,19 Kms,1-2 Hours,None,Chennai Resort,/india/chennai/deal-tough-four,2.9,262,7420
Heritage,28 Kms,2-3 Hours,None,Agra Palace,/india/agra/foot-lose-most,4.5,286,6164
Beach,30 Kms,Half Day,None,Goa Beach,/india/goa/fast-second-too,4.9,81,5491
Religious,34 Kms,Half Day,None,Tirupati Church,/india/tirupati/phone-interview,2.2,797,601
Heritage,1 Kms,Half Day,None,Kolkata Fort,/india/kolkata/inside-success,3.9,446,6877
Adventure,46 Kms,Full Day,None,Goa Trekking Trail,/india/goa/inside-with-all,1.1,282,6399
Nature,50 Kms,Half Day,None,Shillong Lake,/india/shillong/college-american,1.7,744,268
Nature,12 Kms,1-2 Hours,None,Shillong Hill Station,/india/shillong/party-chair-however,1.7,79,5595
Adventure,49 Kms,2-3 Hours,None,Ladakh Rafting Point,/india/ladakh/issue-company-gun,4.1,439,9943
Wildlife,16 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/least-guess,4.3,494,797
Wildlife,40 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/response-suddenly,4.2,587,5296
Nature,26 Kms,Half Day,None,Ooty Lake,/india/ooty/apply-certainly,4.4,364,8101
Nature,4 Kms,Full Day,None,Ooty Lake,/india/ooty/it-light-walk,1.5,863,9817
Nature,36 Kms,1-2 Hours,None,Leh Garden,/india/leh/course-season,3.4,695,377
Adventure,45 Kms,2-3 Hours,None,Manali Trekking Trail,/india/manali/they-general-number,1.9,671,9361
Nature,47 Kms,1-2 Hours,None,Shillong Garden,/india/shillong/reduce-number-in,1.2,988,666
Heritage,19 Kms,1-2 Hours,None,Delhi Museum,/india/delhi/suffer-if-per,1.1,107,9916
Beach,45 Kms,1-2 Hours,None,Chennai Beach,/india/chennai/six-affect-thousand,4.0,426,6247
Adventure,35 Kms,Half Day,None,Rishikesh Rafting Point,/india/rishikesh/spend-safe-pull,5.0,353,2760
Beach,47 Kms,Half Day,None,Chennai Resort,/india/chennai/country-story,2.6,541,18
Heritage,22 Kms,Full Day,None,Hyderabad Museum,/india/hyderabad/media-for-time,4.4,736,1365
Wildlife,38 Kms,1-2 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/water-material-must,4.8,55,1805
Adventure,41 Kms,1-2 Hours,None,Goa Rafting Point,/india/goa/possible-yard,4.1,147,2610
Beach,48 Kms,Full Day,None,Goa Beach,/india/goa/town-defense-source,2.4,762,6393
Wildlife,50 Kms,1-2 Hours,None,Ranthambore National Park,/india/ranthambore/senior-tough-bank,2.1,734,4846
Adventure,33 Kms,Full Day,None,Goa Trekking Trail,/india/goa/weight-sound-well,3.8,457,4114
Religious,10 Kms,2-3 Hours,None,Rishikesh Ghat,/india/rishikesh/last-from-something,2.7,123,578
Religious,25 Kms,1-2 Hours,None,Rishikesh Temple,/india/rishikesh/least-thank-small,3.9,208,8929
Religious,8 Kms,1-2 Hours,None,Amritsar Ghat,/india/amritsar/use-more-clearly,1.6,845,5270
Adventure,47 Kms,1-2 Hours,None,Ladakh Trekking Trail,/india/ladakh/painting-about,1.2,694,7171
Nature,7 Kms,2-3 Hours,None,Ooty Lake,/india/ooty/deal-spring-fall,4.5,50,505
Nature,2 Kms,1-2 Hours,None,Ooty Lake,/india/ooty/must-strategy-voice,4.8,918,3127
Religious,7 Kms,1-2 Hours,None,Rishikesh Temple,/india/rishikesh/ball-manage-citizen,1.7,497,7308
Adventure,24 Kms,2-3 Hours,None,Ladakh Trekking Trail,/india/ladakh/candidate-outside,4.7,481,3459
Wildlife,14 Kms,1-2 Hours,None,Sundarbans National Park,/india/sundarbans/create-price,3.0,932,9099
Beach,4 Kms,Full Day,None,Mumbai Beach,/india/mumbai/talk-eight-care,3.6,428,9726
Religious,31 Kms,Full Day,None,Rishikesh Ghat,/india/rishikesh/few-most-to-beyond,1.8,51,3347
Adventure,19 Kms,Half Day,None,Ladakh Rafting Point,/india/ladakh/huge-amount-no,4.9,325,588
Nature,7 Kms,Half Day,None,Ooty Lake,/india/ooty/exist-us-class-whom,2.4,608,6963
Religious,40 Kms,Full Day,None,Rishikesh Temple,/india/rishikesh/able-box-board-area,4.9,808,8602
Wildlife,32 Kms,2-3 Hours,None,Sundarbans Sanctuary,/india/sundarbans/term-traditional,3.1,129,5406
Adventure,40 Kms,Half Day,None,Goa Trekking Trail,/india/goa/fine-teacher-method,3.3,463,3211
Wildlife,4 Kms,Full Day,None,Ranthambore National Park,/india/ranthambore/since-enough-i,4.5,427,3791
Nature,21 Kms,1-2 Hours,None,Munnar Lake,/india/munnar/factor-actually,4.6,535,6252
Wildlife,41 Kms,2-3 Hours,None,Sundarbans National Park,/india/sundarbans/admit-maybe-special,2.6,297,4877
Wildlife,29 Kms,2-3 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/sometimes-control,1.2,462,8876
Nature,23 Kms,1-2 Hours,None,Leh Hill Station,/india/leh/performance-gas,2.8,568,3644
Adventure,4 Kms,1-2 Hours,None,Manali Rafting Point,/india/manali/order-son-lose,1.3,599,7765
Heritage,19 Kms,2-3 Hours,None,Agra Museum,/india/agra/south-son-mention,2.3,278,2295
Religious,47 Kms,Full Day,None,Varanasi Ghat,/india/varanasi/him-red-tough-move,4.6,974,1228
Adventure,20 Kms,Half Day,None,Rishikesh Rafting Point,/india/rishikesh/information,4.9,589,167
Nature,41 Kms,Full Day,None,Shillong Lake,/india/shillong/still-break-minute,3.9,114,7474
Heritage,22 Kms,Half Day,None,Agra Fort,/india/agra/region-again-detail,2.8,220,6507
Religious,29 Kms,2-3 Hours,None,Tirupati Church,/india/tirupati/care-price-best,2.7,816,4372
Nature,28 Kms,1-2 Hours,None,Ooty Lake,/india/ooty/although-present,3.5,64,761
Adventure,16 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/join-apply-too,2.4,864,3203
Wildlife,21 Kms,1-2 Hours,None,Sundarbans Sanctuary,/india/sundarbans/its-ten-choice-both,4.1,154,2220
Heritage,44 Kms,Full Day,None,Jaipur Museum,/india/jaipur/provide-our-find,1.5,558,7867
Adventure,10 Kms,Full Day,None,Goa Rafting Point,/india/goa/eight-more-argue,1.3,554,2338
Religious,4 Kms,1-2 Hours,None,Amritsar Temple,/india/amritsar/reason-woman-church,2.4,307,8422
Adventure,22 Kms,2-3 Hours,None,Ladakh Trekking Trail,/india/ladakh/reduce-sign-great,2.7,797,1534
Heritage,8 Kms,Half Day,None,Kolkata Palace,/india/kolkata/federal-company,1.9,242,6152
Wildlife,25 Kms,Full Day,None,Sundarbans National Park,/india/sundarbans/fall-visit-let,4.5,975,573
Adventure,42 Kms,Full Day,None,Rishikesh Trekking Trail,/india/rishikesh/let-bad-sister,4.9,326,3556
Nature,34 Kms,1-2 Hours,None,Shillong Garden,/india/shillong/second-beat-fall,2.9,310,1954
Heritage,18 Kms,Half Day,None,Hyderabad Palace,/india/hyderabad/hope-skill-every-tv,4.9,598,3008
Heritage,45 Kms,2-3 Hours,None,Delhi Palace,/india/delhi/each-mind-about,2.2,546,1990
Wildlife,20 Kms,1-2 Hours,None,Ranthambore Sanctuary,/india/ranthambore/time-class-there,4.7,925,188
Heritage,19 Kms,Full Day,None,Jaipur Palace,/india/jaipur/people-bed-catch,5.0,95,8824
Adventure,50 Kms,1-2 Hours,None,Ladakh Trekking Trail,/india/ladakh/simple-create-item,4.6,573,7430
Religious,24 Kms,2-3 Hours,None,Varanasi Ghat,/india/varanasi/line-early,4.2,809,8493
Religious,34 Kms,Full Day,None,Varanasi Church,/india/varanasi/shake-onto-spend,2.3,301,8411
Heritage,6 Kms,1-2 Hours,None,Kolkata Fort,/india/kolkata/total-even-son-bit,1.7,849,4374
Adventure,36 Kms,Full Day,None,Manali Trekking Trail,/india/manali/where-price-cost,3.8,359,7337
Adventure,13 Kms,1-2 Hours,None,Manali Rafting Point,/india/manali/employee-sure-push,1.3,349,4965
Wildlife,10 Kms,Half Day,None,Sundarbans Sanctuary,/india/sundarbans/sound-natural,1.5,415,7430
Heritage,25 Kms,Full Day,None,Agra Fort,/india/agra/book-sister-color,2.2,764,5178
Nature,44 Kms,2-3 Hours,None,Shillong Hill Station,/india/shillong/seek-likely,3.9,408,2255
Wildlife,40 Kms,Half Day,None,Kaziranga Sanctuary,/india/kaziranga/citizen-letter,2.2,498,3698
Adventure,16 Kms,2-3 Hours,None,Rishikesh Rafting Point,/india/rishikesh/along-reach-wife,2.0,407,3164
Religious,6 Kms,2-3 Hours,None,Madurai Ghat,/india/madurai/yes-surface-inside,3.8,562,2050
Religious,29 Kms,Full Day,None,Varanasi Temple,/india/varanasi/popular-here-real,1.5,636,7763
Heritage,13 Kms,Full Day,None,Delhi Fort,/india/delhi/economy-friend,2.1,688,1092
Wildlife,34 Kms,1-2 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/man-drive,2.0,211,1227
Wildlife,22 Kms,2-3 Hours,None,Kaziranga Sanctuary,/india/kaziranga/think-upon-way,3.5,91,579
Wildlife,11 Kms,Half Day,None,Jim Corbett National Park,/india/jim corbett/how-others,3.2,598,3190
Wildlife,15 Kms,2-3 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/end-little-huge,2.7,344,9535
Adventure,27 Kms,Half Day,None,Rishikesh Trekking Trail,/india/rishikesh/write-individual,3.0,791,8785
Wildlife,40 Kms,2-3 Hours,None,Sundarbans Sanctuary,/india/sundarbans/maybe-himself-song,1.6,144,6255
Adventure,15 Kms,Full Day,None,Manali Rafting Point,/india/manali/report-involve-soon,4.5,404,4407
Heritage,34 Kms,1-2 Hours,None,Delhi Fort,/india/delhi/land-happy-forward,4.3,99,3664
Beach,50 Kms,Full Day,None,Puri Resort,/india/puri/natural-trip-number,3.6,609,9159
Adventure,40 Kms,Full Day,None,Rishikesh Rafting Point,/india/rishikesh/prevent-new-mind,2.6,292,4201
Religious,24 Kms,Half Day,None,Varanasi Ghat,/india/varanasi/once-coach,1.2,902,8270
Religious,4 Kms,Half Day,None,Amritsar Temple,/india/amritsar/each-window-yes-sit,1.6,405,7854
Wildlife,30 Kms,2-3 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/ahead-certainly,2.4,744,5138
Beach,21 Kms,1-2 Hours,None,Goa Beach,/india/goa/huge-party-change,2.3,217,5320
Adventure,50 Kms,Half Day,None,Ladakh Rafting Point,/india/ladakh/attention-town,4.8,724,1151
Adventure,29 Kms,Full Day,None,Ladakh Trekking Trail,/india/ladakh/state-company-cost,2.8,450,4773
Heritage,10 Kms,1-2 Hours,None,Jaipur Museum,/india/jaipur/explain-education,2.2,869,1112
Religious,29 Kms,Half Day,None,Madurai Ghat,/india/madurai/share-agree-remain,2.5,446,4656
Religious,25 Kms,2-3 Hours,None,Varanasi Church,/india/varanasi/two-little-son,4.2,775,3993
Beach,24 Kms,2-3 Hours,None,Puri Beach,/india/puri/relationship-walk,3.0,109,4540
Adventure,38 Kms,1-2 Hours,None,Goa Rafting Point,/india/goa/finish-near-growth,1.5,667,8105
Heritage,16 Kms,2-3 Hours,None,Agra Fort,/india/agra/its-couple-summer,4.1,773,1727
Wildlife,39 Kms,2-3 Hours,None,Jim Corbett National Park,/india/jim corbett/practice-collection,2.0,625,3015
Wildlife,13 Kms,2-3 Hours,None,Ranthambore National Park,/india/ranthambore/should-condition,5.0,747,7875
Nature,45 Kms,2-3 Hours,None,Munnar Lake,/india/munnar/political-town,2.4,710,1930
Nature,25 Kms,2-3 Hours,None,Ooty Hill Station,/india/ooty/democratic-once,4.3,294,9060
Nature,28 Kms,2-3 Hours,None,Leh Lake,/india/leh/friend-plan,2.9,936,4174
Adventure,17 Kms,1-2 Hours,None,Ladakh Rafting Point,/india/ladakh/exactly-song,2.9,776,1182
Nature,10 Kms,Half Day,None,Shillong Garden,/india/shillong/language-president,5.0,96,4954
Nature,14 Kms,Full Day,None,Shillong Lake,/india/shillong/suddenly-fear,1.4,634,184
Beach,49 Kms,Full Day,None,Goa Resort,/india/goa/matter-street-real,1.9,266,9043
Nature,42 Kms,Full Day,None,Munnar Hill Station,/india/munnar/college-of-live,4.9,709,1847
Adventure,3 Kms,1-2 Hours,None,Ladakh Rafting Point,/india/ladakh/born-effort-address,3.1,683,8619
Religious,4 Kms,1-2 Hours,None,Amritsar Church,/india/amritsar/factor-arm-just,4.9,977,3110
Adventure,47 Kms,Half Day,None,Rishikesh Trekking Trail,/india/rishikesh/nation-character,2.6,638,9614
Beach,18 Kms,Full Day,None,Puri Beach,/india/puri/industry-read-page,1.7,257,7253
Beach,15 Kms,Half Day,None,Kochi Resort,/india/kochi/involve-instead,3.9,982,7960
Adventure,26 Kms,1-2 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/stock-modern-side,3.6,408,1818
Wildlife,45 Kms,1-2 Hours,None,Sundarbans National Park,/india/sundarbans/those-writer,2.4,944,9116
Religious,11 Kms,1-2 Hours,None,Amritsar Temple,/india/amritsar/test-him-student,4.1,322,9989
Religious,17 Kms,Half Day,None,Varanasi Ghat,/india/varanasi/change-structure,3.4,412,6304
Nature,5 Kms,Half Day,None,Ooty Hill Station,/india/ooty/end-ability-reveal,4.6,906,6610
Adventure,7 Kms,Full Day,None,Rishikesh Trekking Trail,/india/rishikesh/across-why-policy,1.5,703,802
Beach,29 Kms,Full Day,None,Mumbai Beach,/india/mumbai/others-seat-himself,4.5,764,640
Heritage,4 Kms,2-3 Hours,None,Agra Museum,/india/agra/early-how-impact,4.5,285,9181
Beach,15 Kms,Full Day,None,Chennai Beach,/india/chennai/cup-man-stand,1.6,970,9917
Nature,19 Kms,Full Day,None,Munnar Lake,/india/munnar/world-star-blood,1.3,843,6475
Wildlife,48 Kms,1-2 Hours,None,Kaziranga Sanctuary,/india/kaziranga/study-career-man,4.1,88,8693
Wildlife,33 Kms,2-3 Hours,None,Jim Corbett National Park,/india/jim corbett/economic-her-agree,2.8,189,5951
Beach,29 Kms,2-3 Hours,None,Chennai Resort,/india/chennai/space-knowledge,2.9,811,3074
Beach,47 Kms,Full Day,None,Puri Beach,/india/puri/indicate-loss-offer,2.3,487,358
Religious,21 Kms,2-3 Hours,None,Varanasi Church,/india/varanasi/political-inside,3.7,731,4432
Beach,30 Kms,2-3 Hours,None,Kochi Resort,/india/kochi/south-allow,1.5,978,1315
Religious,17 Kms,Full Day,None,Varanasi Temple,/india/varanasi/improve-of-hard,4.1,167,7639
Adventure,43 Kms,Half Day,None,Manali Rafting Point,/india/manali/international,2.6,214,2954
Adventure,20 Kms,Half Day,None,Manali Rafting Point,/india/manali/civil-break-out,2.0,535,8107
Adventure,6 Kms,Full Day,None,Ladakh Rafting Point,/india/ladakh/consider-still-whom,3.2,864,6181
Heritage,21 Kms,Full Day,None,Delhi Fort,/india/delhi/computer-house,5.0,941,253
Adventure,48 Kms,2-3 Hours,None,Goa Trekking Trail,/india/goa/attack-dark-own,2.4,771,365
Adventure,26 Kms,2-3 Hours,None,Manali Rafting Point,/india/manali/southern-agency,4.4,882,6154
Adventure,33 Kms,1-2 Hours,None,Rishikesh Rafting Point,/india/rishikesh/share-technology,4.4,935,7134
Religious,2 Kms,Half Day,None,Rishikesh Church,/india/rishikesh/politics-law,2.7,449,5154
Adventure,1 Kms,2-3 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/a-face-partner,2.9,784,2938
Beach,34 Kms,Full Day,None,Mumbai Beach,/india/mumbai/value-best-six-team,2.4,357,448
Nature,48 Kms,1-2 Hours,None,Munnar Lake,/india/munnar/month-certain,1.8,293,2536
Adventure,11 Kms,Full Day,None,Rishikesh Trekking Trail,/india/rishikesh/we-difficult-score,4.8,879,1601
Heritage,9 Kms,1-2 Hours,None,Delhi Museum,/india/delhi/be-environmental,1.7,653,3039
Nature,12 Kms,2-3 Hours,None,Munnar Lake,/india/munnar/four-bed-yard-piece,4.5,874,4206
Religious,2 Kms,Full Day,None,Amritsar Church,/india/amritsar/whether-true,4.1,498,6951
Wildlife,37 Kms,Full Day,None,Ranthambore National Park,/india/ranthambore/recent-player-short,4.1,808,6839
Nature,35 Kms,Half Day,None,Ooty Hill Station,/india/ooty/ask-continue-debate,2.2,202,9647
Wildlife,35 Kms,Full Day,None,Sundarbans National Park,/india/sundarbans/medical-draw-tough,2.2,913,4293
Adventure,3 Kms,2-3 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/want-mrs-no-officer,2.3,564,389
Religious,33 Kms,1-2 Hours,None,Tirupati Temple,/india/tirupati/cold-operation,3.0,455,1481
Religious,30 Kms,2-3 Hours,None,Amritsar Temple,/india/amritsar/herself-strategy,3.9,151,7021
Wildlife,8 Kms,Half Day,None,Jim Corbett Sanctuary,/india/jim corbett/work-place-career,3.6,427,5860
Nature,36 Kms,1-2 Hours,None,Ooty Lake,/india/ooty/near-occur-friend,2.5,122,9878
Nature,22 Kms,1-2 Hours,None,Munnar Garden,/india/munnar/magazine-fish-hot,1.1,735,2056
Nature,6 Kms,1-2 Hours,None,Munnar Garden,/india/munnar/medical-morning,1.8,96,6499
Heritage,39 Kms,1-2 Hours,None,Jaipur Museum,/india/jaipur/skill-thing-form,1.2,607,7196
Nature,48 Kms,1-2 Hours,None,Shillong Lake,/india/shillong/hope-bar-adult,4.0,671,4407
Nature,31 Kms,1-2 Hours,None,Leh Garden,/india/leh/life-although,3.8,985,1820
Nature,41 Kms,2-3 Hours,None,Ooty Hill Station,/india/ooty/politics-beautiful,4.2,628,2550
Wildlife,28 Kms,Half Day,None,Sundarbans Sanctuary,/india/sundarbans/society-ok-black,2.4,847,6181
Beach,38 Kms,Half Day,None,Mumbai Resort,/india/mumbai/manager-line,2.0,740,9123
Wildlife,50 Kms,Full Day,None,Ranthambore National Park,/india/ranthambore/party-bank-also,4.2,963,2023
Wildlife,40 Kms,1-2 Hours,None,Jim Corbett Sanctuary,/india/jim corbett/common-whom-young,3.4,645,367
Wildlife,34 Kms,1-2 Hours,None,Ranthambore Sanctuary,/india/ranthambore/like-draw-policy,1.6,502,3400
Beach,41 Kms,Full Day,None,Puri Resort,/india/puri/vote-pick-entire,2.2,866,9161
Adventure,29 Kms,1-2 Hours,None,Manali Trekking Trail,/india/manali/require-scene,1.6,651,8136
Nature,23 Kms,Half Day,None,Shillong Lake,/india/shillong/peace-activity,1.7,165,332
Heritage,29 Kms,Full Day,None,Hyderabad Fort,/india/hyderabad/special-best-state,2.6,133,3893
Beach,27 Kms,Full Day,None,Goa Beach,/india/goa/despite-lay-natural,2.7,743,1958
Religious,9 Kms,2-3 Hours,None,Amritsar Temple,/india/amritsar/meet-for-be-policy,1.2,550,1767
Wildlife,3 Kms,Half Day,None,Kaziranga National Park,/india/kaziranga/within-win,2.2,891,873
Religious,8 Kms,Half Day,None,Rishikesh Temple,/india/rishikesh/he-safe-whether,2.5,117,6286
Wildlife,37 Kms,Half Day,None,Kaziranga National Park,/india/kaziranga/information,2.7,882,4690
Religious,22 Kms,1-2 Hours,None,Rishikesh Church,/india/rishikesh/range-get,2.1,430,9490
Nature,47 Kms,Full Day,None,Leh Garden,/india/leh/interview-very,4.7,867,4043
Nature,19 Kms,Half Day,None,Shillong Garden,/india/shillong/difference-part,2.5,106,605
Adventure,38 Kms,1-2 Hours,None,Rishikesh Trekking Trail,/india/rishikesh/individual-month,1.3,918,3774
Religious,21 Kms,Half Day,None,Amritsar Church,/india/amritsar/offer-dinner-east,3.2,666,4999
Adventure,24 Kms,Half Day,None,Goa Trekking Trail,/india/goa/claim-explain-rule,3.0,217,984
Nature,17 Kms,Full Day,None,Ooty Garden,/india/ooty/information-hundred,1.0,491,6657
Heritage,44 Kms,1-2 Hours,None,Hyderabad Palace,/india/hyderabad/same-attorney-court,2.4,865,1865
Nature,37 Kms,1-2 Hours,None,Munnar Garden,/india/munnar/form-significant,1.7,679,6168
Heritage,38 Kms,Full Day,None,Agra Fort,/india/agra/miss-clearly-suffer,2.8,243,8284
Wildlife,30 Kms,Half Day,None,Sundarbans Sanctuary,/india/sundarbans/boy-her-assume,3.0,231,1030
Adventure,12 Kms,2-3 Hours,None,Rishikesh Rafting Point,/india/rishikesh/capital-property,2.6,581,356
Beach,8 Kms,Half Day,None,Puri Beach,/india/puri/financial-appear,3.8,484,1537
Adventure,3 Kms,Half Day,None,Goa Trekking Trail,/india/goa/sort-it-argue-today,2.8,652,5672
Religious,41 Kms,2-3 Hours,None,Varanasi Church,/india/varanasi/real-both-young,3.9,579,8358
Religious,30 Kms,1-2 Hours,None,Amritsar Ghat,/india/amritsar/usually-population,4.1,824,3545
Wildlife,7 Kms,2-3 Hours,None,Kaziranga National Park,/india/kaziranga/century-even-list,1.3,145,188
Heritage,11 Kms,2-3 Hours,None,Kolkata Palace,/india/kolkata/class-help-record,3.7,100,5884
Adventure,3 Kms,Half Day,None,Manali Trekking Trail,/india/manali/financial-security,3.0,503,2539
Adventure,39 Kms,Full Day,None,Manali Trekking Trail,/india/manali/data-admit-resource,2.0,444,7736
Beach,44 Kms,1-2 Hours,None,Goa Beach,/india/goa/official-lose-day,2.3,807,4320
Beach,22 Kms,2-3 Hours,None,Puri Resort,/india/puri/despite-stuff-save,2.7,299,1205
Heritage,26 Kms,Full Day,None,Jaipur Museum,/india/jaipur/ever-doctor-good,4.2,301,6233
Religious,12 Kms,1-2 Hours,None,Tirupati Church,/india/tirupati/serve-task-wide,3.9,943,5795
Nature,34 Kms,Half Day,None,Shillong Garden,/india/shillong/tonight-step-future,4.5,109,6372
Religious,35 Kms,Half Day,None,Rishikesh Church,/india/rishikesh/investment-lot-him,4.7,290,8791
Heritage,6 Kms,Full Day,None,Delhi Museum,/india/delhi/condition-old-near,2.1,812,6490
Religious,29 Kms,Full Day,None,Varanasi Temple,/india/varanasi/blue-beautiful,4.2,508,7027
Wildlife,39 Kms,Full Day,None,Kaziranga Sanctuary,/india/kaziranga/ok-radio-both-claim,2.4,653,4732
Adventure,26 Kms,Half Day,None,Manali Trekking Trail,/india/manali/around-american,1.6,515,3664
Religious,46 Kms,1-2 Hours,None,Madurai Church,/india/madurai/focus-today,4.6,381,4166
Beach,49 Kms,1-2 Hours,None,Kochi Beach,/india/kochi/majority-exactly,4.3,185,8982
Religious,23 Kms,2-3 Hours,None,Amritsar Church,/india/amritsar/speech-under-cover,4.0,912,9490
Beach,42 Kms,Full Day,None,Goa Beach,/india/goa/character-power,2.1,919,9034
Nature,14 Kms,Full Day,None,Leh Hill Station,/india/leh/first-eye-wait,2.6,701,1241
Religious,27 Kms,Full Day,None,Amritsar Temple,/india/amritsar/happen-chance,4.8,904,3105
Religious,48 Kms,2-3 Hours,None,Varanasi Church,/india/varanasi/citizen-trial,3.7,975,944
Wildlife,42 Kms,1-2 Hours,None,Sundarbans National Park,/india/sundarbans/knowledge-tough,4.9,630,6690
Heritage,23 Kms,Half Day,None,Agra Palace,/india/agra/million-friend,3.7,655,391
Adventure,29 Kms,1-2 Hours,None,Goa Trekking Trail,/india/goa/cost-yeah-become,2.2,686,2250
Wildlife,11 Kms,Half Day,None,Sundarbans National Park,/india/sundarbans/white-weight-admit,1.7,870,9642
Beach,39 Kms,2-3 Hours,None,Kochi Resort,/india/kochi/before-office,1.6,171,9118
